space_id,dataset_id,subject_id,freq,data_time,series_tag,open,high,low,close,volume,quote_volume
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T14:00:00Z,venue:okx,0.1664,0.1667,0.1655,0.1665,113666.7096,18920.54032752
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T15:00:00Z,venue:okx,0.1664,0.1664,0.1655,0.1655,67727.4557,11232.62324983
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T16:00:00Z,venue:okx,0.1655,0.1655,0.1624,0.1636,161785.0322,26473.49807023
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T17:00:00Z,venue:okx,0.1636,0.1652,0.1636,0.1647,113473.2752,18664.614651109998
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T18:00:00Z,venue:okx,0.1647,0.1653,0.1636,0.1636,107973.9791,17764.38292934
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T19:00:00Z,venue:okx,0.1636,0.1643,0.1631,0.1632,67445.8961,11040.746018130001
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T20:00:00Z,venue:okx,0.1634,0.1651,0.1634,0.1645,103957.6777,17104.23436347
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T21:00:00Z,venue:okx,0.1645,0.1649,0.1641,0.1645,52817.9438,8696.0977432
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T22:00:00Z,venue:okx,0.1647,0.1655,0.1644,0.1653,126825.8086,20934.11538516
crypto,spot_kline_1h,ADA-USD,1h,2026-07-15T23:00:00Z,venue:okx,0.1654,0.1661,0.165,0.1651,75327.9745,12472.65218081
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T00:00:00Z,venue:okx,6.74,6.741,6.665,6.676,607.375353,4050.4860364419997
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T01:00:00Z,venue:okx,6.673,6.677,6.646,6.646,99.917436,666.206992618
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T02:00:00Z,venue:okx,6.646,6.646,6.646,6.646,0.0,0.0
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T03:00:00Z,venue:okx,6.606,6.606,6.606,6.606,2.565,16.94439
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T04:00:00Z,venue:okx,6.606,6.653,6.606,6.653,0.1,0.6653
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T05:00:00Z,venue:okx,6.653,6.653,6.653,6.653,0.0,0.0
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T06:00:00Z,venue:okx,6.653,6.695,6.653,6.695,1.772021,11.860573281
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T07:00:00Z,venue:okx,6.695,6.695,6.646,6.646,1.774015,11.790978898
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T08:00:00Z,venue:okx,6.619,6.658,6.619,6.658,41.473856,275.107375186
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T09:00:00Z,venue:okx,6.658,6.661,6.658,6.661,0.2253,1.5007233
crypto,spot_kline_1h,AVAX-USD,1h,2026-07-15T10:00:00Z,venue:okx,6.661,6.661,6.661,6.661,0.0,0.0
